TransactionID,Date,Store,City,ProductCategory,Sales,Customers,Satisfaction,DiscountPercent
770,2023-04-16,Store F,Mississauga,Books,1843.69,97.0,4.4,0
771,2025-02-17,Store A,Toronto,Home,1148.06,,4.0,25
772,2025-02-04,Store G,Waterloo,Sports,1308.39,117.0,4.5,0
773,2023-07-15,Store G,Waterloo,Clothing,1711.4,96.0,4.2,0
774,2023-12-26,Store D,London,Sports,2574.03,101.0,4.2,0
775,2024-03-21,Store F,Mississauga,Sports,2334.73,54.0,3.8,25
776,2023-02-02,Store C,Hamilton,Books,1357.08,74.0,3.6,20
777,2024-10-06,Store E,Kingston,Electronics,1857.7,43.0,4.3,5
778,2025-08-09,Store E,Kingston,Books,2170.29,74.0,,10
779,2023-11-29,Store H,Windsor,Food,2258.02,108.0,4.6,0
780,2025-07-16,Store C,Hamilton,Electronics,1983.53,95.0,4.2,20
781,2025-08-22,Store H,Windsor,Electronics,1729.29,104.0,3.5,20
782,2024-01-13,Store D,London,Electronics,1836.84,132.0,4.3,5
783,2024-08-28,Store H,Windsor,Clothing,1161.06,47.0,4.2,0
784,2023-05-17,Store G,Waterloo,Sports,1661.85,78.0,3.3,5
785,2023-07-11,Store B,Ottawa,Electronics,2583.58,86.0,4.6,10
786,2024-11-30,Store C,Hamilton,Electronics,1834.59,109.0,,10
787,2025-02-27,Store F,Mississauga,Electronics,1372.38,105.0,3.8,10
788,2025-12-07,Store G,Waterloo,Home,2047.65,92.0,3.8,5
789,2025-04-01,Store G,Waterloo,Sports,922.34,73.0,,15
790,2023-09-13,Store A,Toronto,Sports,1637.94,84.0,4.7,15
791,2023-06-23,Store D,London,Electronics,1210.95,,3.8,25
792,2023-09-20,Store D,London,Clothing,1874.05,85.0,3.3,10
793,2024-11-20,Store H,Windsor,Electronics,1973.31,,3.3,10
794,2024-10-11,Store C,Hamilton,Home,727.44,102.0,4.1,5
795,2023-04-10,Store B,Ottawa,Books,1814.48,134.0,,10
796,2023-08-29,Store G,Waterloo,Clothing,1425.93,149.0,3.8,15
797,2023-08-03,Store G,Waterloo,Clothing,1932.71,82.0,3.7,10
798,2025-09-16,Store E,Kingston,Electronics,1290.58,92.0,3.9,5
799,2024-11-29,Store D,London,Sports,2999.9,137.0,4.8,25
800,2024-09-19,Store E,Kingston,Books,1196.51,31.0,3.9,10
801,2023-11-01,Store H,Windsor,Home,1269.89,85.0,4.4,10
802,2024-08-27,Store E,Kingston,Books,1045.78,54.0,3.5,0
803,2024-08-30,Store E,Kingston,Food,1098.81,60.0,3.5,10
804,2025-07-06,Store F,Mississauga,Home,1534.02,70.0,3.8,5
805,2023-06-29,Store F,Mississauga,Clothing,,117.0,4.0,5
806,2023-12-24,Store G,Waterloo,Electronics,1863.97,171.0,3.8,0
807,2024-04-01,Store H,Windsor,Books,967.07,100.0,4.0,15
808,2025-03-20,Store F,Mississauga,Sports,2407.51,107.0,3.7,0
809,2024-03-12,Store A,Toronto,Clothing,1983.83,55.0,4.4,25
810,2024-01-05,Store B,Ottawa,Electronics,2084.29,,4.1,15
811,2024-06-12,Store A,Toronto,Sports,2716.18,84.0,4.2,15
812,2023-04-10,Store C,Hamilton,Food,1563.05,112.0,3.4,10
813,2024-06-02,Store D,London,Food,1787.3,97.0,3.8,0
814,2024-12-08,Store F,Mississauga,Home,2287.77,110.0,4.0,0
815,2025-03-11,Store G,Waterloo,Books,1454.75,49.0,3.1,15
816,2025-10-01,Store A,Toronto,Home,1659.81,86.0,4.4,5
817,2024-04-05,Store C,Hamilton,Books,1333.61,59.0,3.9,15
818,2024-08-07,Store B,Ottawa,Clothing,1765.11,100.0,4.4,25
819,2024-10-10,Store C,Hamilton,Home,1605.35,95.0,3.4,5
820,2023-03-21,Store E,Kingston,Clothing,,58.0,4.5,10
821,2024-12-05,Store G,Waterloo,Electronics,2371.92,89.0,4.1,15
822,2024-05-20,Store G,Waterloo,Books,2118.41,91.0,,10
823,2023-05-15,Store C,Hamilton,Food,1884.28,68.0,3.9,0
824,2025-06-26,Store G,Waterloo,Electronics,2059.11,,3.7,15
825,2024-09-06,Store C,Hamilton,Books,1307.91,52.0,,5
826,2024-03-22,Store B,Ottawa,Clothing,1031.16,67.0,3.6,0
827,2023-07-03,Store H,Windsor,Home,1344.94,126.0,3.8,15
828,2023-05-11,Store F,Mississauga,Clothing,1245.86,122.0,4.3,25
829,2024-05-07,Store E,Kingston,Electronics,1375.98,75.0,3.8,0
830,2024-11-12,Store F,Mississauga,Clothing,1663.18,123.0,4.7,0
831,2024-04-30,Store A,Toronto,Sports,1827.82,87.0,4.6,10
832,2024-12-29,Store E,Kingston,Sports,1304.95,84.0,3.6,15
833,2025-04-25,Store H,Windsor,Clothing,1660.76,65.0,3.8,0
834,2025-05-11,Store E,Kingston,Books,,61.0,3.5,5
835,2024-07-08,Store C,Hamilton,Books,2075.36,120.0,3.9,0
836,2025-08-11,Store C,Hamilton,Books,2102.03,132.0,4.3,15
837,2024-03-26,Store C,Hamilton,Electronics,1138.76,70.0,4.7,0
838,2025-07-15,Store D,London,,2081.95,103.0,4.2,15
839,2023-08-11,Store H,Windsor,Sports,2243.47,,4.7,20
840,2023-11-16,Store D,London,Home,1969.58,137.0,4.1,10
841,2025-05-03,Store E,Kingston,Food,,29.0,4.0,5
842,2024-04-15,Store G,Waterloo,Food,1651.5,76.0,5.0,10
843,2024-12-21,Store H,Windsor,Sports,950.87,118.0,3.5,20
844,2025-11-04,Store D,London,Home,2442.88,128.0,4.3,15
845,2024-10-12,Store B,Ottawa,Sports,2514.46,58.0,3.3,25
846,2025-04-02,Store E,Kingston,Clothing,1100.73,75.0,4.3,0
847,2025-08-21,Store H,Windsor,Home,1073.68,85.0,4.5,10
848,2025-03-27,Store D,London,Electronics,1794.34,76.0,3.9,10
849,2024-09-05,Store H,Windsor,Food,526.29,55.0,4.7,0
850,2023-08-29,Store C,Hamilton,Sports,8645.34,,4.3,0
851,2023-12-20,Store G,Waterloo,Home,1970.88,143.0,,10
852,2023-02-28,Store B,Ottawa,Home,1186.75,58.0,4.0,0
853,2025-02-23,Store G,Waterloo,Sports,2124.1,55.0,4.1,0
854,2024-05-28,Store C,Hamilton,Food,1231.77,77.0,3.6,15
855,2024-07-21,Store B,Ottawa,Sports,1555.01,96.0,3.3,5
856,2024-04-11,Store F,Mississauga,Books,1297.95,55.0,3.8,10
857,2025-03-24,Store F,Mississauga,Home,2419.88,97.0,3.8,15
858,2023-08-13,Store A,Toronto,Food,2195.29,101.0,4.4,5
859,2023-07-16,Store C,Hamilton,Sports,1369.44,85.0,4.1,0
860,2025-11-12,Store C,Hamilton,Sports,2138.68,,3.6,20
861,2025-01-26,Store H,Windsor,Clothing,824.86,49.0,4.3,5
862,2024-01-14,Store A,Toronto,,1877.92,123.0,4.7,10
863,2024-02-06,Store B,Ottawa,Home,1717.11,123.0,4.1,20
864,2024-09-01,Store B,Ottawa,,1059.9,93.0,3.9,20
865,2024-08-19,Store H,Windsor,Electronics,1820.3,98.0,4.2,5
866,2024-08-20,Store G,Waterloo,Electronics,2096.53,65.0,4.8,5
867,2025-11-23,Store D,London,Food,,107.0,4.6,0
868,2024-11-28,Store C,Hamilton,Food,2256.62,105.0,3.4,10
869,2025-01-28,Store C,Hamilton,Home,2011.28,77.0,4.5,0
870,2023-06-20,Store E,Kingston,Food,1721.73,43.0,3.9,20
871,2024-03-02,Store G,Waterloo,Books,1607.77,124.0,3.2,0
872,2023-11-18,Store A,Toronto,Clothing,1891.01,172.0,4.0,15
873,2025-01-04,Store C,Hamilton,Books,382.21,,5.0,0
874,2023-12-26,Store A,Toronto,Electronics,2039.58,127.0,4.2,25
875,2025-07-18,Store B,Ottawa,Food,2135.64,142.0,4.9,10
876,2024-07-03,Store F,Mississauga,Food,1348.55,140.0,3.4,15
877,2023-11-30,Store B,Ottawa,Home,1689.04,90.0,4.5,5
878,2024-04-18,Store E,Kingston,Electronics,1594.71,37.0,4.3,5
879,2024-07-04,Store F,Mississauga,Books,2493.85,90.0,4.0,5
880,2023-02-19,Store A,Toronto,Sports,2243.36,145.0,4.1,10
881,2023-05-06,Store B,Ottawa,Books,1684.46,98.0,4.4,5
882,2023-12-12,Store H,Windsor,Sports,1306.79,117.0,4.9,15
883,2024-02-10,Store G,Waterloo,Clothing,1296.67,105.0,5.0,20
884,2024-04-27,Store F,Mississauga,Home,1160.32,97.0,3.7,0
885,2024-09-04,Store G,Waterloo,Home,1907.1,64.0,4.6,10
886,2024-06-11,Store B,Ottawa,Books,1394.36,51.0,,25
887,2023-10-12,Store E,Kingston,Clothing,1233.44,87.0,4.5,10
888,2023-12-04,Store H,Windsor,Food,2971.97,59.0,4.1,5
889,2025-06-15,Store A,Toronto,Books,1773.76,107.0,4.3,10
890,2024-01-29,Store H,Windsor,Home,1731.51,103.0,3.4,0
891,2024-07-06,Store H,Windsor,Food,2068.93,92.0,3.9,25
892,2025-06-18,Store H,Windsor,Home,1948.25,63.0,4.3,10
893,2025-03-18,Store B,Ottawa,Books,1813.14,103.0,4.4,5
894,2023-06-07,Store A,Toronto,Electronics,2082.74,118.0,4.8,5
895,2024-05-18,Store H,Windsor,,1378.99,72.0,4.4,20
896,2023-04-24,Store E,Kingston,Electronics,978.67,57.0,3.6,0
897,2023-05-21,Store G,Waterloo,Home,1617.13,91.0,4.3,10
898,2025-01-29,Store B,Ottawa,Home,992.28,101.0,4.2,5
899,2024-04-20,Store H,Windsor,Food,661.73,77.0,3.7,25
900,2025-11-14,Store D,London,Electronics,1921.96,106.0,3.8,0
901,2024-09-10,Store A,Toronto,Sports,1906.98,81.0,5.0,5
902,2023-11-05,Store C,Hamilton,Home,2030.12,61.0,3.6,25
903,2025-11-08,Store H,Windsor,,1668.76,100.0,3.7,0
904,2023-12-30,Store G,Waterloo,Home,1949.83,87.0,4.0,0
905,2025-06-12,Store A,Toronto,Books,2518.71,55.0,4.0,15
906,2023-04-03,Store D,London,Electronics,1000.56,91.0,4.0,0
907,2023-02-13,Store F,Mississauga,Electronics,1952.71,107.0,3.9,15
908,2025-02-07,Store H,Windsor,Food,1683.87,74.0,4.5,20
909,2025-08-02,Store B,Ottawa,Books,1713.23,85.0,4.1,20
910,2023-02-03,Store D,London,Sports,1222.77,26.0,4.9,15
911,2024-10-14,Store C,Hamilton,Clothing,1790.78,81.0,3.2,10
912,2023-10-31,Store C,Hamilton,Sports,1302.25,77.0,4.3,5
913,2024-05-04,Store A,Toronto,Electronics,1715.77,,4.1,15
914,2024-08-25,Store C,Hamilton,Food,1432.83,82.0,4.3,5
915,2024-11-30,Store G,Waterloo,Books,15043.56,94.0,4.2,5
916,2023-12-05,Store F,Mississauga,,3086.57,132.0,4.1,0
917,2024-03-28,Store F,Mississauga,Food,11143.32,88.0,3.9,0
918,2025-01-16,Store B,Ottawa,Electronics,1176.48,93.0,4.8,5
919,2024-09-07,Store C,Hamilton,Food,,45.0,3.8,10
920,2023-02-13,Store D,London,Home,1770.27,85.0,2.8,10
921,2024-07-30,Store G,Waterloo,Clothing,2374.28,67.0,4.1,25
922,2025-11-24,Store D,London,Sports,2483.75,116.0,4.5,5
923,2023-10-09,Store D,London,Electronics,1006.97,37.0,,5
924,2025-06-21,Store F,Mississauga,Food,2249.66,116.0,4.1,0
925,2023-04-23,Store D,London,Home,2407.38,47.0,4.0,10
926,2025-09-11,Store C,Hamilton,Home,1596.01,88.0,4.3,10
927,2024-06-09,Store B,Ottawa,Home,1915.43,102.0,,15
928,2025-12-26,Store F,Mississauga,Home,2925.79,,4.3,15
929,2025-05-21,Store A,Toronto,Electronics,1437.9,80.0,,5
930,2023-06-13,Store A,Toronto,Home,2419.84,125.0,4.1,20
931,2023-01-13,Store F,Mississauga,Home,,57.0,4.0,5
932,2025-12-12,Store D,London,Clothing,677.57,135.0,3.7,20
933,2025-02-28,Store G,Waterloo,Books,1761.74,87.0,3.3,0
934,2025-05-17,Store A,Toronto,Books,1694.35,103.0,,20
935,2024-08-27,Store A,Toronto,Books,1684.39,91.0,4.1,0
936,2025-10-21,Store B,Ottawa,Electronics,648.78,108.0,3.6,5
937,2024-04-06,Store A,Toronto,Food,1695.4,91.0,,5
938,2024-03-11,Store G,Waterloo,Sports,1402.4,77.0,4.5,20
939,2023-08-06,Store H,Windsor,Home,767.82,116.0,3.8,10
940,2025-10-18,Store A,Toronto,Sports,1349.1,94.0,,5
941,2024-04-28,Store A,Toronto,Clothing,545.15,94.0,4.8,15
942,2023-02-11,Store A,Toronto,Home,1482.16,114.0,4.5,25
943,2023-11-23,Store B,Ottawa,Sports,1663.63,93.0,3.6,0
944,2024-04-13,Store E,Kingston,Books,1425.35,49.0,4.2,25
945,2024-11-05,Store C,Hamilton,Books,1504.69,87.0,3.9,5
946,2025-05-01,Store D,London,Sports,2023.48,105.0,4.2,15
947,2025-11-20,Store B,Ottawa,Clothing,1480.44,142.0,4.2,0
948,2024-05-09,Store G,Waterloo,Food,1325.7,75.0,4.1,0
949,2024-12-01,Store G,Waterloo,Books,2285.78,81.0,4.1,15
950,2023-09-11,Store C,Hamilton,Food,1223.98,87.0,3.2,0
951,2025-12-13,Store E,Kingston,,2284.56,,2.7,20
952,2023-05-31,Store F,Mississauga,Books,1969.58,126.0,4.2,10
953,2025-06-24,Store F,Mississauga,Books,2872.0,170.0,4.7,10
954,2025-04-20,Store H,Windsor,Books,755.09,44.0,4.0,0
955,2025-09-01,Store E,Kingston,Electronics,1607.74,80.0,4.2,10
956,2024-02-08,Store B,Ottawa,Electronics,1682.32,103.0,3.7,15
957,2025-05-17,Store A,Toronto,Food,2275.16,80.0,3.8,25
958,2025-07-13,Store A,Toronto,Books,1270.58,145.0,,5
959,2023-04-07,Store C,Hamilton,Sports,1408.77,65.0,4.2,0
960,2025-08-22,Store G,Waterloo,Food,1270.16,113.0,4.1,5
961,2023-06-26,Store D,London,Home,2154.99,140.0,4.0,10
962,2025-11-16,Store A,Toronto,Food,2852.28,144.0,3.7,25
963,2024-03-27,Store G,Waterloo,Clothing,1445.63,86.0,3.8,0
964,2025-09-14,Store F,Mississauga,Food,1879.24,107.0,4.3,5
965,2024-05-10,Store C,Hamilton,Books,1969.09,96.0,3.7,10
966,2025-07-01,Store F,Mississauga,Food,2248.06,,4.6,5
967,2023-02-03,Store G,Waterloo,Books,1403.96,96.0,3.8,15
968,2024-08-06,Store G,Waterloo,Clothing,11075.26,103.0,4.0,0
969,2024-04-26,Store B,Ottawa,Books,536.82,110.0,4.6,15
970,2025-02-01,Store H,Windsor,Books,,71.0,4.0,5
971,2023-11-18,Store E,Kingston,Clothing,1701.39,148.0,4.5,0
972,2025-12-16,Store A,Toronto,Clothing,2336.17,142.0,,25
973,2024-09-04,Store B,Ottawa,Food,1438.97,69.0,3.8,0
974,2023-05-13,Store G,Waterloo,Sports,355.36,87.0,3.9,10
975,2025-07-02,Store H,Windsor,Home,1809.75,99.0,3.7,20
976,2023-11-14,Store A,Toronto,Sports,2906.9,122.0,,25
977,2025-12-22,Store H,Windsor,Electronics,2223.54,66.0,4.4,10
978,2025-01-28,Store F,Mississauga,Home,1087.64,95.0,4.5,0
979,2024-10-30,Store C,Hamilton,Sports,1387.33,66.0,3.3,20
980,2024-10-28,Store E,Kingston,Food,830.02,69.0,4.1,25
981,2025-12-27,Store B,Ottawa,Electronics,14448.54,60.0,4.2,5
982,2025-05-13,Store C,Hamilton,Books,1815.36,114.0,4.6,10
983,2025-06-12,Store G,Waterloo,Electronics,1226.42,64.0,3.7,10
984,2025-12-13,Store A,Toronto,Sports,1905.76,138.0,4.0,0
985,2024-05-17,Store F,Mississauga,Books,1875.34,156.0,4.5,25
986,2024-10-29,Store G,Waterloo,Electronics,1754.57,91.0,4.2,5
987,2024-08-07,Store C,Hamilton,Electronics,,90.0,4.6,0
988,2024-04-24,Store C,Hamilton,Home,1348.78,67.0,4.3,10
989,2023-10-26,Store G,Waterloo,Sports,937.09,91.0,4.1,5
990,2023-07-31,Store G,Waterloo,Books,1840.72,39.0,3.6,15
991,2025-06-01,Store G,Waterloo,Books,1392.91,91.0,4.4,25
992,2024-01-05,Store A,Toronto,Food,1847.08,69.0,4.3,10
993,2025-06-05,Store D,London,Home,1482.34,109.0,3.8,10
994,2024-06-22,Store E,Kingston,Sports,1687.7,77.0,3.8,20
995,2025-03-21,Store H,Windsor,Books,1149.27,61.0,,25
996,2025-01-01,Store H,Windsor,Food,,52.0,3.5,0
997,2023-03-15,Store G,Waterloo,Electronics,1098.45,124.0,4.0,20
998,2024-12-12,Store B,Ottawa,Books,1511.76,97.0,4.4,0
999,2025-10-27,Store F,Mississauga,Home,1953.38,115.0,3.7,20
1000,2024-05-25,Store F,Mississauga,Books,1790.15,156.0,4.5,10
1001,2025-09-12,Store F,Mississauga,Sports,1102.68,96.0,3.8,10
1002,2025-07-05,Store F,Mississauga,Clothing,2329.32,83.0,4.7,20
1003,2023-11-20,Store F,Mississauga,Food,2340.57,103.0,4.3,0
1004,2025-04-03,Store G,Waterloo,Sports,1391.02,79.0,4.1,5
1005,2023-06-20,Store G,Waterloo,Sports,2070.45,123.0,4.7,10
1006,2024-01-23,Store A,Toronto,Clothing,2090.26,96.0,,10
1007,2023-06-23,Store G,Waterloo,,1095.25,93.0,3.6,25
1008,2024-11-06,Store G,Waterloo,Sports,2000.56,106.0,3.9,5
1009,2025-02-07,Store H,Windsor,Home,797.32,103.0,3.7,15
1010,2025-02-28,Store A,Toronto,Electronics,1559.0,49.0,4.4,0
1011,2025-10-23,Store C,Hamilton,Sports,1822.01,72.0,4.5,10
1012,2025-08-02,Store G,Waterloo,Clothing,1577.2,,3.8,15
1013,2024-10-11,Store E,Kingston,Clothing,1722.18,65.0,4.4,15
1014,2023-06-19,Store F,Mississauga,Electronics,1760.52,109.0,5.0,15
1015,2024-03-26,Store A,Toronto,Electronics,1063.73,105.0,3.5,10
1016,2023-03-05,Store E,Kingston,Sports,870.4,42.0,4.5,25
1017,2023-12-03,Store D,London,Electronics,2656.59,102.0,3.9,15
1018,2024-05-27,Store A,Toronto,Electronics,1986.03,109.0,3.8,25
1019,2023-10-30,Store H,Windsor,Books,1339.65,40.0,4.5,0
1020,2023-12-03,Store F,Mississauga,Sports,3072.73,,3.9,10
1021,2024-08-23,Store D,London,Books,1912.11,97.0,4.3,5
1022,2025-02-11,Store C,Hamilton,Home,1972.75,53.0,3.9,20
1023,2023-12-31,Store H,Windsor,Electronics,1537.57,64.0,4.2,5
1024,2024-06-12,Store D,London,Electronics,1809.19,82.0,3.5,15
1025,2024-10-04,Store H,Windsor,Clothing,8714.72,,4.7,0
1026,2025-05-05,Store E,Kingston,Electronics,749.86,19.0,4.1,10
1027,2025-03-06,Store E,Kingston,Home,1377.95,90.0,4.7,0
1028,2024-10-05,Store C,Hamilton,Home,,68.0,3.8,0
1029,2023-07-31,Store E,Kingston,Home,1799.98,88.0,3.4,0
1030,2024-03-23,Store D,London,Home,1051.32,101.0,4.5,0
1031,2025-02-20,Store G,Waterloo,Clothing,1818.79,,3.8,25
1032,2024-10-03,Store D,London,Home,1265.33,69.0,4.0,15
1033,2023-10-31,Store A,Toronto,Books,2252.23,84.0,3.8,0
1034,2024-12-26,Store A,Toronto,Sports,2849.6,110.0,4.0,10
1035,2024-06-09,Store G,Waterloo,Food,1416.23,95.0,3.9,25
1036,2024-03-28,Store A,Toronto,Clothing,1679.58,107.0,4.4,0
1037,2024-04-17,Store F,Mississauga,Food,,111.0,4.5,5
1038,2024-02-04,Store B,Ottawa,Electronics,1664.85,119.0,4.4,15
1039,2023-03-14,Store C,Hamilton,Sports,1265.79,,4.3,10
1040,2025-10-31,Store H,Windsor,Home,1317.9,72.0,4.1,5
1041,2025-09-25,Store C,Hamilton,Food,977.02,64.0,4.5,0
1042,2024-01-25,Store H,Windsor,,1286.82,80.0,4.8,5
1043,2025-12-30,Store B,Ottawa,Home,2121.81,127.0,4.4,0
1044,2024-05-11,Store B,Ottawa,Food,1491.39,89.0,4.3,10
1045,2024-07-06,Store D,London,Clothing,,145.0,,5
1046,2024-09-26,Store D,London,Home,1337.87,,3.7,20
1047,2023-02-12,Store F,Mississauga,Clothing,,90.0,2.9,25
1048,2024-08-27,Store D,London,Sports,2158.99,154.0,4.0,0
1049,2023-03-16,Store A,Toronto,Clothing,,80.0,3.6,0
1050,2024-02-14,Store H,Windsor,Sports,1551.12,58.0,3.4,0
1051,2024-10-10,Store G,Waterloo,Home,1433.76,63.0,4.1,15
1052,2023-08-07,Store G,Waterloo,Sports,1701.46,116.0,4.2,10
1053,2024-07-20,Store G,Waterloo,Books,1530.96,131.0,4.2,5
1054,2024-07-09,Store E,Kingston,Home,2488.58,52.0,4.6,10
1055,2023-01-29,Store A,Toronto,Clothing,1503.93,65.0,4.4,5
1056,2023-11-02,Store E,Kingston,Food,2056.99,67.0,4.3,5
1057,2025-03-15,Store G,Waterloo,Clothing,1833.75,45.0,4.6,5
1058,2023-01-08,Store A,Toronto,,2334.89,87.0,4.6,0
1059,2023-07-23,Store C,Hamilton,Books,1879.28,114.0,5.0,5
1060,2025-02-12,Store H,Windsor,Books,1547.99,80.0,3.7,10
1061,2023-04-26,Store E,Kingston,Food,1582.57,,4.0,15
1062,2025-06-14,Store E,Kingston,Electronics,1119.21,94.0,4.0,25
1063,2024-09-29,Store B,Ottawa,Books,1859.85,73.0,3.7,0
1064,2023-06-21,Store D,London,Home,2239.51,,4.3,10
1065,2023-05-15,Store A,Toronto,Sports,2231.04,136.0,3.4,0
1066,2025-07-21,Store D,London,Electronics,1331.53,45.0,4.5,10
1067,2023-05-12,Store B,Ottawa,Food,1157.79,56.0,4.0,0
1068,2023-03-03,Store A,Toronto,Clothing,1824.79,99.0,4.0,5
1069,2023-10-04,Store A,Toronto,Sports,9742.5,64.0,4.1,5
1070,2023-07-04,Store D,London,Books,1145.77,102.0,4.0,15
1071,2023-01-27,Store F,Mississauga,Sports,2527.27,38.0,4.1,0
1072,2024-04-14,Store E,Kingston,Clothing,1440.01,75.0,3.6,15
1073,2023-06-17,Store D,London,Books,1726.54,122.0,4.3,0
1074,2023-11-27,Store F,Mississauga,Food,2191.53,120.0,4.0,10
1075,2023-07-10,Store F,Mississauga,Clothing,2231.99,110.0,4.6,0
1076,2024-06-26,Store D,London,Books,1438.68,120.0,4.7,0
1077,2024-02-07,Store D,London,Books,1498.18,97.0,3.6,15
1078,2023-07-04,Store E,Kingston,Clothing,1623.32,,3.6,10
1079,2023-05-01,Store F,Mississauga,Food,1454.95,114.0,4.1,5
1080,2023-09-26,Store H,Windsor,Home,1480.31,90.0,3.4,20
1081,2024-07-02,Store E,Kingston,Clothing,,97.0,4.5,0
1082,2023-01-28,Store F,Mississauga,Books,1674.47,,3.4,10
1083,2024-12-13,Store H,Windsor,Clothing,2245.96,69.0,3.2,20
1084,2024-05-07,Store G,Waterloo,Home,1516.33,116.0,4.4,5
1085,2023-07-12,Store G,Waterloo,Sports,1346.08,89.0,4.2,15
1086,2025-05-15,Store C,Hamilton,Home,564.5,78.0,4.3,0
1087,2025-01-14,Store H,Windsor,Home,869.65,62.0,,15
1088,2023-02-11,Store G,Waterloo,Books,1468.7,63.0,4.4,15
1089,2025-05-20,Store F,Mississauga,Electronics,1827.71,68.0,3.3,0
1090,2023-01-23,Store F,Mississauga,Books,2739.53,154.0,4.3,15
1091,2025-11-24,Store F,Mississauga,Books,2595.75,111.0,4.9,20
1092,2024-12-26,Store C,Hamilton,Sports,1110.78,162.0,,15
1093,2023-07-01,Store C,Hamilton,Clothing,1651.72,88.0,3.5,5
1094,2024-09-09,Store G,Waterloo,Food,1432.17,56.0,3.4,10
1095,2023-07-16,Store B,Ottawa,Food,1692.24,80.0,3.6,0
1096,2025-09-24,Store H,Windsor,Electronics,1391.87,65.0,3.7,10
1097,2023-06-28,Store C,Hamilton,Sports,2113.43,98.0,5.0,5
1098,2024-03-25,Store E,Kingston,Sports,,73.0,4.4,15
1099,2024-02-02,Store C,Hamilton,Sports,1504.64,16.0,3.5,5
1100,2023-03-11,Store C,Hamilton,Books,,95.0,4.0,5
1101,2023-09-05,Store F,Mississauga,Books,1654.82,67.0,4.8,0
1102,2023-08-27,Store A,Toronto,Books,2190.83,,4.3,15
1103,2025-09-14,Store F,Mississauga,Home,2195.13,121.0,4.0,10
1104,2025-10-16,Store A,Toronto,Sports,1974.22,67.0,,25
1105,2024-11-12,Store B,Ottawa,Electronics,2056.34,124.0,4.7,5
1106,2024-04-10,Store B,Ottawa,Food,1215.61,72.0,4.6,0
1107,2025-12-15,Store A,Toronto,Clothing,3163.17,122.0,4.3,15
1108,2025-08-04,Store F,Mississauga,Clothing,2121.08,113.0,3.9,0
1109,2025-06-30,Store E,Kingston,Sports,1289.1,90.0,4.1,15
1110,2025-12-08,Store E,Kingston,Sports,1495.31,,4.8,0
1111,2024-04-12,Store B,Ottawa,Sports,825.15,45.0,3.6,5
1112,2024-07-05,Store E,Kingston,Sports,1394.74,58.0,5.0,0
1113,2023-03-20,Store C,Hamilton,Sports,,85.0,4.2,0
1114,2023-09-27,Store C,Hamilton,Food,1365.35,28.0,4.1,5
1115,2023-07-09,Store C,Hamilton,Sports,1425.22,120.0,,0
1116,2023-05-08,Store E,Kingston,,2012.48,95.0,4.6,0
1117,2023-04-25,Store E,Kingston,Books,1544.76,41.0,4.0,15
1118,2025-10-29,Store B,Ottawa,Electronics,1347.29,105.0,4.6,0
1119,2023-08-31,Store H,Windsor,Books,1464.25,107.0,4.5,20
1120,2025-06-07,Store A,Toronto,,2941.41,122.0,3.6,20
1121,2025-05-05,Store F,Mississauga,,2344.86,141.0,4.3,0
1122,2023-04-12,Store E,Kingston,Sports,1085.84,25.0,4.5,5
1123,2023-02-20,Store G,Waterloo,Clothing,580.29,109.0,4.2,10
1124,2024-03-13,Store F,Mississauga,Clothing,1869.05,77.0,4.1,15
1125,2025-11-12,Store D,London,Electronics,2096.4,112.0,4.3,0
1126,2025-02-12,Store F,Mississauga,Clothing,2003.91,66.0,,5
1127,2025-10-01,Store E,Kingston,Food,772.81,35.0,3.9,0
1128,2023-02-25,Store E,Kingston,Clothing,1554.43,49.0,3.5,25
1129,2023-09-12,Store H,Windsor,Clothing,1305.0,101.0,4.7,0
1130,2023-09-01,Store E,Kingston,Clothing,1163.1,84.0,4.2,25
1131,2023-03-11,Store F,Mississauga,Electronics,1931.73,97.0,4.2,25
1132,2025-05-18,Store C,Hamilton,,1220.13,66.0,4.0,10
1133,2024-08-15,Store B,Ottawa,Books,2531.76,121.0,,15
1134,2024-04-25,Store A,Toronto,Home,1689.92,115.0,4.8,0
1135,2023-12-08,Store C,Hamilton,Food,2093.69,68.0,4.4,20
1136,2025-11-03,Store A,Toronto,Sports,2691.8,103.0,4.4,5
1137,2025-04-03,Store E,Kingston,Food,1492.27,62.0,4.0,10
1138,2024-08-28,Store E,Kingston,Sports,711.9,63.0,3.7,15
1139,2024-04-25,Store C,Hamilton,Food,1649.57,100.0,4.2,0
1140,2025-10-18,Store E,Kingston,Sports,1226.29,,4.2,10
1141,2025-05-22,Store A,Toronto,Home,1812.4,55.0,4.3,15
1142,2023-06-14,Store H,Windsor,Home,,53.0,5.0,0
1143,2023-10-25,Store C,Hamilton,Books,,64.0,4.2,10
1144,2024-06-11,Store F,Mississauga,Food,2145.58,141.0,3.8,10
1145,2024-05-05,Store A,Toronto,Food,1513.58,102.0,4.4,15
1146,2025-06-14,Store A,Toronto,Books,2549.22,128.0,4.4,15
1147,2025-01-27,Store C,Hamilton,Food,1221.74,34.0,3.6,20
1148,2023-11-30,Store A,Toronto,Clothing,2688.62,138.0,3.6,20
1149,2024-03-28,Store C,Hamilton,Electronics,5457.69,68.0,4.6,0
1150,2023-12-09,Store B,Ottawa,Home,,85.0,,0
